Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,total_onboard,serious_fatal_fraction,Destroyed,Make_Model
20220328104843,Accident,WPR22LA131,2022-03-26,"Spanish Fork, UT",United States,Minor,Substantial,Airplane,Diamond Aircraft Ind Inc,DA20-C1,No,1,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Diamond Aircraft Ind Inc DA20-C1
20220329104851,Accident,CEN22LA157,2022-03-26,"Rayville, LA",United States,Serious,Substantial,Airplane,Air Tractor Inc,AT-401,No,1,Unknown,137,Aerial Application,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-401
20220331104863,Accident,CEN22LA161,2022-03-26,"Benton, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-25-235
20220328104833,Accident,ERA22LA171,2022-03-27,"Sparta, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1,Unknown,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172
20220329104853,Accident,ANC22LA026,2022-03-28,"Anchorage, AK",United States,Minor,Substantial,Airplane,Cessna,152,No,1,Reciprocating,091,Instructional,0.0,1.0,0.0,1.0,VMC,Unknown,2.0,0.5,0,Cessna 152
20220329104857,Accident,ERA22LA172,2022-03-29,"Melbourne, FL",United States,Minor,Substantial,Airplane,Piper,PA-28,No,1,Unknown,091,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Piper PA-28
20220331104864,Accident,CEN22LA162,2022-03-29,"Slidell, LA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-220T,No,2,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-34-220T
20220418104953,Accident,CEN22LA177,2022-03-29,"McAllen, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,R182,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Cessna R182
20220331104862,Accident,CEN22LA160,2022-03-30,"Lampasas, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 180
20220331104868,Accident,GAA22WA137,2022-03-30,"Temixco, ",Mexico,Fatal,Substantial,Airplane,Beech,C90A,No,2,Unknown,NUSN,Unknown,3.0,0.0,1.0,0.0,Unknown,Unknown,4.0,0.75,0,Beech C90A
20220404104876,Accident,GAA22WA140,2022-03-30,"Gruehorn, ",Switzerland,Fatal,Substantial,Airplane,Cessna,208,No,Unknown,Unknown,NUSN,Unknown,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Cessna 208
20220404104881,Accident,WPR22LA139,2022-03-30,"Swan Valley, ID",United States,Non-Fatal,Substantial,Airplane,Aviat Aircraft Inc,A-1B,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Aviat Aircraft Inc A-1B
20221206106420,Incident,GAA22WA310,2022-03-30,"Montevideo, ",Uruguay,Non-Fatal,Minor,Airplane,Piper,PA60,No,2,Unknown,NUSN,Unknown,0.0,0.0,0.0,1.0,Unknown,Unknown,1.0,0.0,0,Piper PA60
20220331104866,Accident,CEN22LA164,2022-03-31,"Kerrville, TX",United States,Fatal,Substantial,Airplane,Mooney,M20E,No,1,Unknown,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Mooney M20E
20220411104922,Accident,GAA22WA150,2022-04-01,"Miramar, OF",Argentina,Non-Fatal,Substantial,Airplane,Piper,PA11,No,1,Unknown,NUSN,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA11
20220404104875,Accident,ERA22LA176,2022-04-02,"Gaithersburg, MD",United States,Minor,Substantial,Airplane,Cessna,177RG,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 177RG
20220404104877,Accident,ERA22LA177,2022-04-02,"Stoney Point, NC",United States,Serious,Substantial,Airplane,Cessna,170,No,1,Reciprocating,091,Personal,0.0,0.0,2.0,0.0,VMC,Unknown,2.0,0.0,0,Cessna 170
20220406104897,Accident,WPR22LA143,2022-04-02,"Van Nuys, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172G,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,8.0,VMC,Unknown,8.0,0.0,0,Cessna 172G
20220701105400,Accident,GAA22WA216,2022-04-02,"Hertfordshire, ",United Kingdom,Non-Fatal,Substantial,Airplane,Piper,PA23,No,Unknown,Unknown,NUSN,Unknown,0.0,0.0,0.0,4.0,Unknown,Unknown,4.0,0.0,0,Piper PA23
20220404104883,Accident,CEN22LA165,2022-04-03,"Calhan, CO",United States,Serious,Substantial,Airplane,Piper,PA-28-235,No,1,Unknown,091,Personal,0.0,0.0,3.0,0.0,VMC,Unknown,3.0,0.0,0,Piper PA-28-235
20220408104915,Accident,CEN22LA169,2022-04-03,"Pearland, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172RG
20220408104916,Accident,CEN22LA170,2022-04-03,"Houston, TX",United States,Minor,Substantial,Airplane,Cessna,172,No,1,Unknown,091,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 172
20220405104893,Accident,ERA22LA179,2022-04-04,"Manville, NJ",United States,Minor,Substantial,Airplane,Mooney,M20M,No,1,Reciprocating,091,Business,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Mooney M20M
20220405104891,Accident,CEN22FA168,2022-04-05,"Marlin, TX",United States,Fatal,Substantial,Airplane,Cessna,TU206F,No,1,Reciprocating,091,Other,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna TU206F
20220407104899,Accident,ERA22LA181,2022-04-06,"Waterville, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172RG
20220407104909,Accident,ERA22LA183,2022-04-06,"Waterville, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172RG
20220407104911,Accident,WPR22LA147,2022-04-06,"Tuscon, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172N
20220407104906,Accident,DCA22WA109,2022-04-07,"San Jose, OF",Costa Rica,Non-Fatal,Substantial,Airplane,Boeing,757,No,Unknown,Unknown,NUSC,Unknown,0.0,0.0,0.0,2.0,Unknown,Unknown,2.0,0.0,0,Boeing 757
20220622105305,Accident,ANC22LA045,2022-04-07,"Aleknagik, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1,Reciprocating,135,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-22-150
20220408104914,Incident,ENG22WA018,2022-04-08,"Shannon, Irelan, ",Ireland,Non-Fatal,Minor,Airplane,Boeing,767-322,No,2,Unknown,121,Unknown,0.0,0.0,0.0,126.0,Unknown,Unknown,126.0,0.0,0,Boeing 767-322
20220411104929,Accident,CEN22LA171,2022-04-08,"Peyton, CO",United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cirrus Design Corp SR22
20220411104930,Accident,CEN22LA172,2022-04-08,"Evansville, IN",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,0.0,0,Cessna A185F
20220411104931,Accident,CEN22LA173,2022-04-08,"Tomball, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172M
20220409104917,Accident,WPR22FA148,2022-04-09,"Counselor, NM",United States,Fatal,Substantial,Airplane,Taylorcraft,BL-65,No,1,Unknown,091,Other,1.0,0.0,1.0,0.0,Unknown,Unknown,2.0,0.5,0,Taylorcraft BL-65
20220413104940,Accident,CEN22LA175,2022-04-09,"Hebbronville, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Cessna 182Q
20220411104920,Accident,ERA22LA184,2022-04-10,"Bald Head Island, NC",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper J3C-65
20220412104935,Accident,ANC22LA028,2022-04-10,"Chugiak, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,172H,No,1,Unknown,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172H
20220414104947,Accident,ANC22LA029,2022-04-12,"Beluga, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-18-150
20220429105016,Accident,GAA22WA168,2022-04-12,"Herzogenaurach, ",Georgia,Non-Fatal,Substantial,Airplane,Cessna,414A,No,2,Unknown,NUSN,Unknown,0.0,0.0,0.0,3.0,Unknown,Unknown,3.0,0.0,0,Cessna 414A
20220413104938,Accident,WPR22FA151,2022-04-13,"Heyburn, ID",United States,Fatal,Substantial,Airplane,Cessna,208B,No,1,Unknown,135,Other,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,1.0,0,Cessna 208B
20220414104945,Accident,CEN22LA176,2022-04-13,"Twin Lakes, CO",United States,Minor,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Unknown,091,Personal,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cirrus Design Corp SR22
20220421104979,Accident,ERA22LA198,2022-04-13,"Selma, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,310,No,2,Unknown,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 310
20220427105006,Accident,GAA22WA165,2022-04-14,"Mineiros, OF",Brazil,Fatal,Substantial,Airplane,Cessna,188,No,Unknown,Unknown,NUSC,Unknown,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Cessna 188
20220420104975,Accident,ERA22LA197,2022-04-15,"Tuskegee, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,182R,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 182R
20220517105093,Accident,WPR22LA180,2022-04-15,"Benson, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-400,No,1,Unknown,091,Personal,0.0,0.0,0.0,1.0,Unknown,Unknown,1.0,0.0,0,Piper PA-24-400
20220419104964,Incident,DCA22WA115,2022-04-16,"Tehran, ",Iran,Non-Fatal,Minor,Airplane,Boeing,MD82,No,Unknown,Unknown,NUSC,Unknown,0.0,0.0,0.0,39.0,Unknown,Unknown,39.0,0.0,0,Boeing MD82
20220419104965,Accident,ANC22LA031,2022-04-16,"Pilot Station, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,207A,No,1,Reciprocating,091,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 207A
20220421104977,Accident,GAA22WA157,2022-04-16,"Kununurra, ",American Samoa,Serious,Destroyed,Airplane,Beech,BE58,No,Unknown,Unknown,NUSN,Unknown,0.0,0.0,2.0,0.0,Unknown,Unknown,2.0,0.0,1,Beech BE58
20220516105083,Accident,WPR22LA175,2022-04-16,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,177,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 177
20220418104952,Accident,ERA22LA191,2022-04-17,"Grantsville, MD",United States,Minor,Substantial,Airplane,Piper,PA-32-260,No,1,Unknown,091,Personal,0.0,3.0,0.0,0.0,IMC,Unknown,3.0,1.0,0,Piper PA-32-260
20220418104957,Accident,WPR22LA155,2022-04-17,"Boise, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 170B
20220426105005,Accident,GAA22WA164,2022-04-17,"Picarra, OF",Brazil,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1,Unknown,NUSN,Personal,0.0,0.0,0.0,1.0,Unknown,Unknown,1.0,0.0,0,Cirrus SR22
20220418104960,Accident,ERA22LA194,2022-04-18,"Panama City, FL",United States,Serious,Substantial,Airplane,Piper,PA-28-140B,No,1,Unknown,091,Personal,0.0,0.0,2.0,0.0,VMC,Unknown,2.0,0.0,0,Piper PA-28-140B
20220421104980,Accident,GAA22WA159,2022-04-18,"Coonagarabran, ",American Samoa,Fatal,Substantial,Airplane,Cessna,172,No,Unknown,Unknown,NUSN,Unknown,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Cessna 172
20220420104967,Accident,WPR22LA159,2022-04-19,"Long Beach, CA",United States,Non-Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,DA 42,No,2,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Diamond Aircraft Ind Inc DA 42
20220420104970,Accident,CEN22LA179,2022-04-19,"Englewood, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172N
20220420104976,Accident,WPR22FA160,2022-04-20,"Sylmar, CA",United States,Fatal,Substantial,Airplane,Cessna,337,No,2,Unknown,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 337
20220421104981,Accident,WPR22LA161,2022-04-20,"Blanding, UT",United States,Minor,Substantial,Airplane,Cessna,172I,No,1,Reciprocating,091,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 172I
20220425104996,Accident,ANC22LA032,2022-04-20,"Wasilla, AK",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Taylorcraft BC12-D
20220510105054,Accident,GAA22WA176,2022-04-20,"Carrefour, OF",Haiti,Fatal,Substantial,Airplane,Cessna,207,No,1,Unknown,UNK,Unknown,5.0,0.0,0.0,0.0,Unknown,Unknown,5.0,1.0,0,Cessna 207
20220421104983,Accident,WPR22LA162,2022-04-21,"Las Vegas, NV",United States,Non-Fatal,Substantial,Airplane,Cessna,182,No,1,Reciprocating,091,Other,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 182
20220422104986,Accident,ERA22FA199,2022-04-21,"Covington, GA",United States,Fatal,Destroyed,Airplane,Cessna,340,No,2,Unknown,091,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,1.0,1,Cessna 340
20220422104987,Accident,CEN22LA181,2022-04-21,"Manhattan, KS",United States,Minor,Substantial,Airplane,Cessna,172M,No,1,Unknown,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 172M
20220425104994,Accident,CEN22LA183,2022-04-21,"Wharton, TX",United States,Non-Fatal,Substantial,Airplane,Beech,95-B55 (T42A),No,2,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Beech 95-B55 (T42A)
20220426104999,Accident,ERA22LA203,2022-04-22,"Westminster, MD",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1,Unknown,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172
20220425104992,Accident,ERA22LA201,2022-04-23,"Union, SC",United States,Minor,Substantial,Airplane,Cessna,172,No,1,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 172
20220424104989,Accident,WPR22FA164,2022-04-24,"Cedar City, UT",United States,Fatal,Destroyed,Airplane,Diamond Aircraft Ind Inc,DA 40,No,1,Unknown,091,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,4.0,1.0,1,Diamond Aircraft Ind Inc DA 40
20220426104998,Accident,WPR22LA166,2022-04-24,"Ravensdale, WA",United States,Serious,Substantial,Airplane,Cessna,170B,No,1,Unknown,091,Personal,0.0,0.0,2.0,0.0,VMC,Unknown,2.0,0.0,0,Cessna 170B
20220425104997,Accident,ERA22LA202,2022-04-25,"Fountain Inn, SC",United States,Non-Fatal,Substantial,Airplane,Piper,PA32,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA32
20220426105000,Accident,ERA22LA204,2022-04-25,"Stockbridge, GA",United States,Minor,Substantial,Airplane,Cessna,172A,No,1,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 172A
20220426105002,Accident,ERA22LA205,2022-04-25,"Tampa, FL",United States,Non-Fatal,Substantial,Airplane,Maule,MX7,No,1,Unknown,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Maule MX7
20220427105008,Accident,ERA22LA208,2022-04-25,"Honesdale, PA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-24
20220428105014,Accident,WPR22LA167,2022-04-25,"Redding, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172R
20220531105161,Accident,ERA22LA252,2022-04-26,"Daytona Beach, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-28-151
20220428105012,Accident,CEN22LA184,2022-04-27,"Terre Haute, IN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-24-260
20220429105018,Accident,ERA22LA211,2022-04-28,"Wadsworth, OH",United States,Serious,Substantial,Airplane,Cessna,152,No,1,Reciprocating,091,Instructional,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,0.0,0,Cessna 152
20220502105030,Accident,WPR22LA171,2022-04-29,"Portland, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,180K,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 180K
20220501105022,Accident,ERA22LA212,2022-04-30,"Hampton, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172F
20220502105024,Accident,CEN22LA186,2022-04-30,"Loogootee, IN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301,No,1,Unknown,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-32R-301
20220503105032,Accident,CEN22LA187,2022-04-30,"Fredericksburg, TX",United States,Non-Fatal,Substantial,Airplane,North American,AT-6D,No,1,Unknown,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,North American AT-6D
20220503105033,Accident,CEN22LA188,2022-04-30,"Milwaukee, WI",United States,Non-Fatal,Substantial,Airplane,Beech,B-99,No,2,Unknown,135,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Beech B-99
20220503105034,Accident,CEN22LA189,2022-04-30,"Blanket, TX",United States,Non-Fatal,Substantial,Airplane,Raytheon Aircraft Company,A36,No,1,Unknown,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Raytheon Aircraft Company A36
20220503105035,Accident,GAA22WA171,2022-04-30,"Sioux Lookout Ontario, ",Canada,Fatal,Substantial,Airplane,Piper,PA28,No,Unknown,Unknown,NUSN,Unknown,4.0,0.0,0.0,0.0,Unknown,Unknown,4.0,1.0,0,Piper PA28
20220502105027,Accident,ERA22LA214,2022-05-01,"Greenwood, SC",United States,Non-Fatal,Substantial,Airplane,North American,SNJ-6,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,North American SNJ-6
20220503105039,Accident,ERA22LA217,2022-05-01,"Toms River, NJ",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172N
20220523105116,Accident,GAA22WA186,2022-05-01,"Trinidad, ",Bolivia,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1,Unknown,NUSN,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 182P
20220502105025,Accident,WPR22LA170,2022-05-02,"Mesa, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA22/135,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA22/135
20220503105031,Accident,ERA22LA215,2022-05-02,"Connellsville, PA",United States,Serious,Substantial,Airplane,Cessna,414,No,2,Unknown,091,Other,0.0,1.0,1.0,0.0,VMC,Unknown,2.0,0.5,0,Cessna 414
20220510105059,Accident,CEN22LA193,2022-05-02,"Huntington, IN",United States,Non-Fatal,Substantial,Airplane,North American,AT-6D,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,North American AT-6D
20220705105419,Accident,GAA22WA220,2022-05-02,"Augsburg, ",Georgia,Non-Fatal,Substantial,Airplane,Cessna,172,No,Unknown,Unknown,NUSN,Unknown,0.0,0.0,0.0,3.0,Unknown,Unknown,3.0,0.0,0,Cessna 172
20220503105040,Accident,ERA22FA218,2022-05-03,"Altha, FL",United States,Fatal,Destroyed,Airplane,Cessna,172,No,1,Unknown,091,Personal,2.0,0.0,2.0,0.0,VMC,Unknown,4.0,0.5,1,Cessna 172
20220510105053,Accident,GAA22WA175,2022-05-03,"Clan Airfield, ",South Africa,Minor,Substantial,Airplane,Piper,PA25,No,Unknown,Unknown,NUSC,Unknown,0.0,1.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Piper PA25
20220614105252,Accident,GAA22WA203,2022-05-03,"Kastrup, ",Denmark,Non-Fatal,Substantial,Airplane,Piper,PA28,No,Unknown,Unknown,NUSN,Unknown,0.0,0.0,0.0,1.0,Unknown,Unknown,1.0,0.0,0,Piper PA28
20220506105047,Accident,ERA22LA220,2022-05-06,"Tybee Island, GA",United States,Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Unknown,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cirrus Design Corp SR22
20220506105048,Accident,CEN22LA190,2022-05-06,"Houston, TX",United States,Minor,Substantial,Airplane,Cessna,421,No,2,Unknown,091,Personal,0.0,4.0,0.0,0.0,VMC,Unknown,4.0,1.0,0,Cessna 421
20220511105061,Accident,DCA22WA122,2022-05-06,"Naples, ",Italy,Non-Fatal,Substantial,Airplane,Boeing,737,No,Unknown,Unknown,NUSC,Unknown,0.0,0.0,0.0,154.0,Unknown,Unknown,154.0,0.0,0,Boeing 737
20220515105077,Incident,DCA22WA123,2022-05-06,"Kathmandu, ",Nepal,Non-Fatal,Minor,Airplane,Boeing,737,No,Unknown,Unknown,NUSC,Unknown,0.0,0.0,0.0,173.0,Unknown,Unknown,173.0,0.0,0,Boeing 737
20220511105062,Accident,CEN22LA194,2022-05-10,"Traverse City, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1,Unknown,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172S
20220516105087,Accident,WPR22LA176,2022-05-10,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-18
20220511105064,Accident,CEN22LA196,2022-05-11,"Marshall, OK",United States,Minor,Substantial,Airplane,Piper,PA-34-200T,No,2,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Piper PA-34-200T
20220511105067,Accident,CEN22FA197,2022-05-11,"Broomfield, CO",United States,Fatal,Destroyed,Airplane,Cessna,172,No,1,Unknown,091,Instructional,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,1,Cessna 172
20220512105070,Accident,ERA22FA223,2022-05-11,"Athens, GA",United States,Fatal,Destroyed,Airplane,Piper,PA-24-250,No,1,Unknown,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,1,Piper PA-24-250
20220513105073,Accident,ERA22LA224,2022-05-11,"Somerville, TN",United States,Minor,Substantial,Airplane,Air Tractor Inc,AT-301,No,1,Unknown,137,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Air Tractor Inc AT-301
20220519105100,Accident,GAA22WA183,2022-05-11,"BOITUVA, OF",Brazil,Fatal,Substantial,Airplane,Cessna,208,No,Unknown,Unknown,NUSC,Unknown,2.0,0.0,7.0,7.0,Unknown,Unknown,16.0,0.125,0,Cessna 208
20220516105078,Accident,CEN22LA198,2022-05-12,"Port Bolivar, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 182P
20220518105098,Accident,WPR22LA181,2022-05-12,"Franklin, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,185,No,1,Reciprocating,091,Other,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 185
20220516105079,Accident,CEN22LA199,2022-05-13,"Port Bolivar, TX",United States,Non-Fatal,Substantial,Airplane,Piper,J3F-65,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper J3F-65
20220514105075,Accident,ERA22FA226,2022-05-14,"Miami, FL",United States,Fatal,Substantial,Airplane,Cessna,172H,No,1,Unknown,091,Personal,1.0,0.0,2.0,0.0,VMC,Unknown,3.0,0.3333333333333333,0,Cessna 172H
20220517105088,Accident,WPR22LA177,2022-05-14,"Enterprise, OR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,1,Unknown,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-12
